review,category,Strength,text_string_lem,trust,surprise,positive,joy,anticipation,TopKeyword,Negative,Positive,Neutral
"


 [Jan 16, 2009]




				mark

				Road Racer




OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
3


★★★★★
★★★★★






Strength:
great with triple front stiff frame for better power distributioncarbon fork and seatpost


Weakness:
shifter hard to work and impossible to use while in drops.


this is the best entry level bike there is





",Trek1000,great with triple front stiff frame for better power distributioncarbon fork and seatpost,great triple front stiff frame better power distributioncarbon fork seatpost,0.0,0.0,0.0,0.0,,"['great', 'seatpost', 'triple', 'front', 'stiff', 'frame', 'power', 'distributioncarbon', 'fork']",0.0,0.467,0.533
"


 [Nov 13, 2008]




				j

				Recreational Rider



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
price


Weakness:
pedals


Bought as an entry level rider one year ago. Have never ridden any high priced bikes, so im limited on experience, but quality is good for the price.


Similar Products Used:
none



",Trek1000,price,price,0.0,0.0,0.0,0.0,,['price'],0.0,0.0,1.0
"


 [Sep 18, 2008]




				nathanm

				Road Racer




OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Affordable. The difference in performance between this bike and a high-end bike are minimal for a casual/entry level rider; and clearly not worth the drastic price gap.


Weakness:
It might get you hooked on road biking (as it did to me), and make you think about upgrading and spending a ton of $ on a higher end bike (again, as it did to me).


The best entry-level road bike out there. I got the Trek 1000, and it got me hooked on cycling. Put about 1500 miles in a year, never had any significant issues. I love this bike and would highly recommend it to anyone looking to get into the sport.


Similar Products Used:
Trek 5000



",Trek1000,affordable  the difference in performance between this bike and a high end bike are minimal for a casual entry level rider  and clearly not worth the drastic price gap ,affordable difference performance bike high end bike minimal casual entry level rider clearly worth drastic price gap,0.2,0.0,0.6,0.0,,"['affordable', 'gap', 'bike', 'difference', 'performance', 'high', 'end', 'minimal', 'casual', 'entry']",0.0,0.314,0.686
"


 [Sep 17, 2008]




				Anonymous

				Recreational Rider




OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Solid ride, price


Weakness:
Seat sucks, little carbon, 8 cog, Sora shifters


Bought a Trek 1000 05.This Bike is very good. It is very solid riding and quick considering it's a 8 cog. I just changed out those heavy, crappy tires and added neuvations with kevlar tires along with ti skewers. Shaved about 1 lb and added a much smoother spin and gained a few rpms. Added aero bars and a carbon post.If looks matters (not cost), add those rims.


Similar Products Used:
Diamond back MTN



",Trek1000,solid ride  price,solid ride price,0.0,0.0,1.0,0.0,,"['solid', 'price', 'ride']",0.0,0.444,0.556
"


 [Sep 15, 2008]




				jake

				Commuter



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Frame, components


Weakness:
Rims


Absolutely amazing bike for the price. I bought it used, but even new it doesn't even get near the 1k mark. I've been riding this for a few months now, and I love it most of the time, except for flats often, which is why I would strongly recommend a new set of rims. Handles great, brakes well, and takes the abuse of downtown streets. I've gone down Joaquin Miller Road on this bike, topping 45 mph and felt completely secure.


Similar Products Used:
An REI mountain bike



",Trek1000,frame  components,frame components,0.0,0.0,0.0,0.0,,"['frame', 'components']",0.0,0.0,1.0
"


 [Sep 02, 2008]




				Anonymous

				Recreational Rider



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
4


★★★★★
★★★★★






Strength:
Price is right for basic road bike. Nice paint and style for base model. For entry level bike people tell me how nice it looks all the time???... Easy to get parts and most shops can work on them. After riding in the rain the water did not rust the bike much and after wiping it down it was ready to go.


Weakness:
The tires are not great quality and will need to be replaced after many miles. It is easy to knock out the rims and they will need to be replaced with any hard riding. I found the new seat on the lastest models kind of funny, so I replaced it will a leather seat off the 03 model.


I am riding a orange trek sl(super light) 1000 right now. I have had three trek 1000s in the last 6 years and they are good road bikes for the money. I put about 1000-2000 miles on them before they start needing work. The 2007 has the carbon fork and seat post which makes it a little lighter but not as stable for me. They down graded the seat quality when the carbon was added to the bike and it makes it feel cheaper to me than the older models. Over all for the money they are great bikes for the weekend rider and if you can pick one up a used one in good shape it is the way to go for entry level rider. If you are buying it used make sure it has low miles and the rims are straight!


Similar Products Used:
2003 trek 1000, 2005 trek 1000, 2007 trek sl 1000



",Trek1000,price is right for basic road bike  nice paint and style for base model  for entry level bike people tell me how nice it looks all the time       easy to get parts and most shops can work on them  after riding in the rain the water did not rust the bike much and after wiping it down it was ready to go ,price right basic road bike nice paint style base model entry level bike people tell nice looks time easy get parts shops work riding rain water rust bike much wiping ready,0.2857142857142857,0.0,0.2857142857142857,0.0,0.2857142857142857,"['bike', 'nice', 'price', 'ready', 'basic', 'road', 'paint', 'style', 'base', 'model']",0.0,0.289,0.711
"


 [Jul 29, 2008]




				seanphotoirl

				Recreational Rider



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
total package


Weakness:
seat and lousy bar tape


I love it. I ride lots of 60+ mile charity rides. It's smooth, quick and if maintained...shifts great. This week after a 65mile ride, it proved again to win me over. I was going to upgrade, but why? Maybe if I have an extra $3,000 laying around, I'll go carbon. I also might upgrade my saddle. Unless you're a hard core racer, this bike hauls. G'Luck


Similar Products Used:
Police Trek,Specalized Rockhopper,Saparro fixie,Big fat Huffy cruiser



",Trek1000,total package,total package,0.0,0.0,0.0,0.0,,"['total', 'package']",0.0,0.0,1.0
"


 [Jul 25, 2008]




				Steve

				Commuter



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
4


★★★★★
★★★★★






Strength:
everything but kinda pricy if you a cheap ass like me


Weakness:
price...... has 3 rings on front derailer


this is a good bike if u wanna pay 700$ for it. I guess you may be able 2 get it cheaper depending on your bike shop.


Similar Products Used:
NA



",Trek1000,everything but kinda pricy if you a cheap ass like me,everything kinda pricy cheap ass like,0.0,0.0,0.0,0.0,,"['kinda', 'pricy', 'cheap', 'ass']",0.332,0.257,0.411
"


 [Jun 30, 2008]




				Anonymous

				Road Racer



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






The Trek 1000 is my first serious bike purchase. I currently am a road racer/triathlete-in-training. This bike has never let me down. It performs well and stands up to wear and tear well. I've never had to have it worked on professionally. I would definitely recommend this bike to a newbie!!





",Trek1000,nan,nan,0.0,0.0,0.0,0.0,,[],0.0,0.0,1.0
"


 [Jun 05, 2008]




				joel freyer

				Recreational Rider



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
PRICE RELIABILITY COLOR ALUM FRAME COMPONENTS.


Weakness:
BRAKES


THIS IS MY FIRST ROAD BIKE AND I BOUGHT IT BECAUSE IT WAS A ENTRY LEVEL AND PRICED RIGHT. I BOUGHT THE ORANGE FLASH COLOR IN 54 CM AND THE BIKE HAS PERFORMED FLAWLESSLY. AFTER 600 MILES I UPGRADED THE TIRES AND ADDED A SELLE SAN MARCO SEAT FROM NASHBAR. I SHOP THERE AND REI OUTLET MOST OF THE TIME. I ADDED SPEEDPLAY CHROM ALLOY PEDALS AND RETAPED THE BARS. THE BIKE HAS ALMOST 3000 MILES ON IT AND I LOVE IT. TOP SPEED GOING DOWN THE OCEAN CITY BRIDGE WAS 36 MPH AND IT FELT GREAT. I FILL UP THE TIRES BEFORE EVERY RIDE AND GET THE BIKE SERVICED ABOUT 2 TIMES A YEAR AT BIKE TECK IN MEDFORD. CHRIS TOOK OVER FROM MR LEE AND IS DOING A GREAT JOB.


Similar Products Used:
SPEEDPLAY,SELLE SAN MARCO,NASHBAR STUFF



",Trek1000,price reliability color alum frame components ,price reliability color alum frame components,0.5,0.0,0.5,0.0,,"['price', 'components', 'reliability', 'color', 'alum', 'frame']",0.0,0.0,1.0
"


 [Apr 18, 2008]




				Anonymous

				Road Racer



OVERALLRATING

2


★★★★★
★★★★★









VALUERATING
4


★★★★★
★★★★★






Strength:
The bike works if you are just wanting to ride around town and not wanting to do more than 30 miles.  Frame is nice but could be a little stiffer.


Weakness:
Components stink, tires are bad, and seat makes my butt go numb. I can't complain to much I only paid 750.


I bought this bike hen I decided that there was no mtb around the area. I went to my horrible LBS and they told me this was a great road bike and had great comps. It was my bad for not doing more research. I can't complain though this bike got 2 years of riding and have sense sold it to another new rider.


Similar Products Used:
Douglas Matrix with Full DuraAce. I highly recommend this bike it rocks. Trek 5200, Trek Madone 4.5, and Specialized Allez Comp.



",Trek1000,the bike works if you are just wanting to ride around town and not wanting to do more than    miles   frame is nice but could be a little stiffer ,bike works wanting ride around town wanting miles frame nice could little stiffer,0.0,0.0,0.0,0.0,,"['bike', 'stiffer', 'wanting', 'works', 'ride', 'town', 'miles', 'frame', 'nice']",0.0,0.189,0.811
"


 [Apr 04, 2008]




				demolina

				Recreational Rider




OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
4


★★★★★
★★★★★






Strength:
Stiff, good for the price, and one of the best intro road bikes.


Weakness:
The front derailleur can be a little tricky to get used to since it comes with a triple chain ring, makes some noise when shifting. Tires may also need replacement after your first 500 miles or so.


If you're looking to get into road cycling this is probably the best one to get. I bought the bike end of '06. As a stock model, it was perfect, I had no problems with any of it's components, and as long as you maintain it, it should last for a long time. This was my introductions to road cycling, so I was looking for an entry level bike, tested a few others but the stiffness, looks and handling convinced me that this was the bike to buy. Now over the last two years I've eventually upgraded most of its components, but the frame still holds. For the price you can't go wrong.


Similar Products Used:
None, this is my first road bike. Tested the Specialized Allez, Giant OCR, Schwinn Fastback, Felt, all entry level.



",Trek1000,stiff  good for the price  and one of the best intro road bikes ,stiff good price one best intro road bikes,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,"['stiff', 'bikes', 'good', 'price', 'intro', 'road']",0.0,0.542,0.458
"


 [Feb 08, 2008]




				Approx01

				Road Racer



OVERALLRATING

3


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Overall, there are no real ""strengths"" to the bike, but you get a good bang for your buck.


Weakness:
The seat is fine for beginners, but it is a little big for my preference.The nylon strap pedals will start to hurt if you're on the bike a lot.The bike is kinda of heavy; somewhere about 21.5 dry.THE WHEELS! If you can get a different set of wheel somewhere for a pretty good price, please replace the stock ones. One last thing, the brake that came with the bike were a little too short on the front and caused the pads to rub the tire. Trimming the pads down a little bit will get you around the problem, but you lose some of your stopping power.


I bought this bike for my first bike since I was on a budget. I heard this was the best entry level bike for the money, and I'll have to agree. If you're just starting out and you need a decent bike at a decent price, this is the bike to get.


Similar Products Used:
Connandale CAAD9



",Trek1000,overall  there are no real  strengths  to the bike  but you get a good bang for your buck ,overall real strengths bike get good bang buck,0.11764705882352941,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.058823529411764705,"['buck', 'real', 'strengths', 'bike', 'good', 'bang']",0.0,0.483,0.517
"


 [Dec 30, 2007]




				Anonymous

				Recreational Rider



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
great looking and reliable


Weakness:
Little on the heavy side but does the trick.


The trek 1000 is a great entry level bike. I tested a number of other bikes in the price range and I liked this one best, it seemed to be the fastest and have a best components for the price. I have so far put 3000 miles on it and have had no problems that couldn't easily be fixed. It has really got me interested in the sport. I give it 4/5 because of the lack of STI shifting but I guess you get what you pay for.


Similar Products Used:
Specialized Allez, Trek pilot 1.0



",Trek1000,great looking and reliable,great looking reliable,0.5,0.0,0.5,0.0,,"['great', 'reliable']",0.0,0.672,0.328
"


 [Nov 16, 2007]




				Anonymous

				Recreational Rider



OVERALLRATING

3


★★★★★
★★★★★









VALUERATING
4


★★★★★
★★★★★






Strength:
Pretty comfortable. When it was lubed and tuned up, it shifted well. Nice looking.


Weakness:
Noisy. Stock saddle made my butt hurt. Stock wheels are heavy (I did go over a year without a flat, though).


This bike was my introduction to road riding. It must have done something right, because I did fall in love with road riding. Given the fact it was my first bike, some things may not have been great, but for the most part I was none the wiser anyway. The shifting could be rough at times. Also, it made lots of random noises--the handlebars creaked, the chain rattled, the deraileurs crackled. I ordered the bike off ebay, which I discovered was the wrong way to go about things, but, oh well. I feel for the money spent, this entry level bike does exactly what it's supposed to do--get you into riding without spending a ton of money. From there, you can either upgrade or quit.


Similar Products Used:
At the time, none.



",Trek1000,pretty comfortable  when it was lubed and tuned up  it shifted well  nice looking ,pretty comfortable lubed tuned shifted well nice looking,0.25,0.0,0.25,0.25,0.25,"['pretty', 'comfortable', 'lubed', 'tuned', 'shifted', 'nice']",0.0,0.74,0.26
"


 [Oct 29, 2007]




				atrain63

				Road Racer



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Stiff, snappy, and sturdy frame.


Weakness:
Sora/Tiagra 8 speed had to go. Alex rims flex easily and bontrager select tires are paper thin. A lil heavy at 23 lbs.


Great bike! Moved up two Catagories with the factory componemts. (Sora Shifters, Tiagra Drive Train, and Alex Rims)The bike truely rides like it costs more! I completely trust the bike on decents of +50mph, and high speed corners in crits. I just recently upgraded the components this year. I believe this bike will be raced many more times before i retire it.


Similar Products Used:
Cannondale caad 8, specialized allez



",Trek1000,stiff  snappy  and sturdy frame ,stiff snappy sturdy frame,0.0,0.0,0.5,0.0,,"['stiff', 'frame', 'snappy', 'sturdy']",0.0,0.0,1.0
"


 [Oct 26, 2007]




				Anonymous

				Recreational Rider



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Componets for $ Very fast for my level of riding


Weakness:
Seat is to soft, pedals are absolutly crap, ordered clipless cant wait to install them


For the price its a good entry bike, nice looking. and not to heavy, planning a decent ride tommorow this will tell me more. After reading other reviews I am a little concerned about the durability of the tires,with extra tubes and pump I hope to be prepared for the unexpected


Similar Products Used:
only one other, trek 360



",Trek1000,componets for   very fast for my level of riding,componets fast level riding,0.5,0.0,0.5,0.0,,"['componets', 'riding', 'fast', 'level']",0.0,0.0,1.0
"


 [Oct 26, 2007]




				Anonymous

				Recreational Rider



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
FrameDurability Carbon forks and seat-postValueAlways gets me home fineHaven't had a puncture yet!


Weakness:
FDWheelsSaddleBrakesGeometryMakes some strange noises!


I'd heard the trek 1000 was the best bet for an entry level road bike and after 1200 miles it's proved more than acceptable for the price. The carbon forks and seatpost are a plus and the frame is good. The bike is a fast, exciting ride and is definitely worthy of upgrades for the advancing rider. The tyres don't look too good and I have heard people saying how useless they are. However, they grip fine and haven't punctured yet, which is good considering some of the terrain they cross.   The wheels are heavy and both were badly out of true when I bought the bike new. However, after repair, they have withstood some pretty rough treatment. Shifting on the 1000 is OK as long as you understand it. I am able to shift with sora on the drops so no problems there. However it can be clunky and imprecise but that's what you expect for a bike of this price. The FD is sh 2200 and is awful but if you get used to you can get by. The RD is OK but can slip (planning to upgrade to 105 all round). The brakes are un-branded and don't feel confident + the pads get eaten up very quickly. The stock saddle looks soft and comfortable but even on short rides proved to be very painful. The upgrade to the harsh-looking specialized toupe increased comfort no end. Finally, the agressive geometry of the bike can make for a punishing ride. I experienced a lot of lower back pain but found shortening the stem by 10mm helped. If you prefer a more forgiving ride which doesn't force you into a flat back position then go for a trek pilot or one of the new 08 models. Overall a great bike to get me into the sport but there are plenty of other great value entry-level bikes out there so shop around.   


Similar Products Used:
Scott Speedster S5, Trek 1200



",Trek1000,framedurability carbon forks and seat postvaluealways gets me home finehaven t had a puncture yet ,framedurability carbon forks seat postvaluealways gets home finehaven puncture yet,0.0,0.0,0.0,0.0,,"['framedurability', 'carbon', 'forks', 'seat', 'postvaluealways', 'home', 'finehaven', 'puncture']",0.0,0.0,1.0
"


 [Oct 20, 2007]




				Erebus

				Recreational Rider



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
4


★★★★★
★★★★★






Strength:
- Looks great- Rides really well- Fairly light for the price- Carbon fork and seatpost


Weakness:
- Front derailleur is a piece of garbage, and will require a lot of adjustment to keep you shifting smoothly.- If, like me, you live in a fairly flat region, the smallest chainring is useless. Ditching it for a double in front would probably smoothe out the shifting a lot.- Stock tires aren't very good, and wear out quickly.- Wheels could stand to be upgraded.


All in all, this is a great entry-level starter bike. The carbon post and fork are a nice surprise in this price range, and the bike looks fantastic in the flare duotone. The only real problem is that the components can be kind of finicky.


Similar Products Used:
Pinarello f3:13 (not particularly similar, but my only other road bike)



",Trek1000,  looks great  rides really well  fairly light for the price  carbon fork and seatpost,looks great rides really well fairly light price carbon fork seatpost,0.5,0.0,0.5,0.0,,"['seatpost', 'great', 'rides', 'fairly', 'light', 'price', 'carbon', 'fork']",0.0,0.419,0.581
"


 [Oct 18, 2007]




				roadie

				Road Racer



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
1


★★★★★
★★★★★






Strength:
the frame,fork,bottom braccut is what makes this bike so awsome ! it is 2007 almost 2008 I've replaced alot on bike exept cranks bars and fork


Weakness:
Heavy Compared to my BMC STREETFIRE 06 That weighs in at 18 lbs, the trek is the ideal trainer bike or time trial machine.


THIS BIKE IS THE 2003 MODEL IN A BLACK AND GREY. I've changed many things on this bike due to growth of riding 


Similar Products Used:
My BMC that is very fast this bike is good but handles like a train with it's long wheel base and crummy 03 sora components



",Trek1000,the frame fork bottom braccut is what makes this bike so awsome   it is      almost      i ve replaced alot on bike exept cranks bars and fork,frame fork bottom braccut makes bike awsome almost replaced alot bike exept cranks bars fork,0.0,0.0,0.0,0.0,,"['frame', 'fork', 'bike', 'bottom', 'braccut', 'makes', 'awsome', 'replaced', 'alot', 'exept']",0.0,0.0,1.0
"


 [Oct 09, 2007]




				Justin

				Recreational Rider



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
4


★★★★★
★★★★★






Strength:
Great entry level and bad weather bike. Neutral cockpit with an overall solid ride.


Weakness:
Bottom of the barrel components (Shimano Sora & Tiagra combo) and heavy.


You have to take this bike and my reviews of 4 stars for what it is...The Trek 1000 is a great beginner bike. I introduces you into the biking/cycling world with a sturdy frame, neutral cockpit, and good ride characteristics. It's a good all rounder. It isn't that great at climbing or sprints because it is heavy, but will make a great bad weather bike when you upgrade to a nice bike.


Similar Products Used:
Schwinn, Specialized Tarmac & Roubaix, Look 585, Trek Madone, Cannondale System Six



",Trek1000,great entry level and bad weather bike  neutral cockpit with an overall solid ride ,great entry level bad weather bike neutral cockpit overall solid ride,0.2,0.0,0.2,0.0,0.1,"['great', 'ride', 'entry', 'level', 'bad', 'weather', 'bike', 'neutral', 'cockpit', 'solid']",0.203,0.331,0.465
"


 [Sep 17, 2007]




				Mike C

				Recreational Rider



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
PRICE!!!, solid frame, great ride Highly recommend to entry riders or riders who don't want to spend a small fortune on a bike. (I work for a living)


Weakness:
stock tires, big deal replace in the first 300 miles.


I rate this all 5 for the unbeatable price to quality ratio. Purchased in early summer and average 130 miles per week. Riden approximately 1200 miles (so far) Replaced the stock tires with Michelin, no other changes. Components all work great with a little mainenance. Have riden on many group rides including the Going Green Century from Salida Colorado to the summit of Cottonwood pass (12,128 feet) and back. Topped out with speeds in excess of 50mph on the descent, steady as a rock and cornered perfectly. Passing many higher priced bikes. No problem keeping up with bikes 2 and 3 times more expensive with riders of similar physical levels. Bike has never been the reason for me getting droped from a group ride. I have riden in 3 mile time trials with times under 8 minutes with no upgrades to the bike except for the tires. Love this bike Plan to upgrade wheels from stock this winter.





",Trek1000,price     solid frame  great ride highly recommend to entry riders or riders who don t want to spend a small fortune on a bike   i work for a living ,price solid frame great ride highly recommend entry riders riders want spend small fortune bike work living,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,"['price', 'living', 'riders', 'solid', 'frame', 'great', 'ride', 'highly', 'recommend', 'entry']",0.0,0.43,0.57
"


 [Sep 11, 2007]




				Farrad

				Recreational Rider



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Price. Performance


Great entry level bike. Best in class.





",Trek1000,price  performancegreat entry level bike  best in class ,price performancegreat entry level bike best class,0.5,0.0,0.5,0.0,,"['price', 'class', 'performancegreat', 'entry', 'level', 'bike']",0.0,0.412,0.588
"


 [Aug 30, 2007]




				Rich H

				Recreational Rider



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
4


★★★★★
★★★★★






Weakness:
The chain is so noisy I can hear it over my ipod! Dealer has tried repeatedly to adjust it properly without success and I think they are getting tired of seeing me/blowing me off because I bought entry level and expect it to work. The original Bontrager tires were junk. I was constantly getting flats. Thorns, glass, small rocks, and even when the next door neighbor would sneeze my tire would go flat. Replaced with Armadillos, problem solved although the ride is a bit harsh. Still a dramatic improvement over having to walk home.


It's light. It's fast. It's cute. It's comfortable. I had not been on a road bike in 30 years, rode this one around the block and came back to the store grinning from ear to ear. It's infectious and I was hooked.I ride too and from work (12 mile round trip) and recrationally, typically 30 miles or so on my day off and I have over 450 miles on it now - with no breakdowns whatsoever (aside from flats mentioned below).





",Trek1000,nan,nan,0.0,0.0,0.0,0.0,,[],0.0,0.0,1.0
"


 [Aug 29, 2007]




				Edward

				Recreational Rider



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
4


★★★★★
★★★★★






Just completed the HH100. No problems. Rode with 700x28. Smooth ride.





",Trek1000,nan,nan,0.0,0.0,0.0,0.0,,[],0.0,0.0,1.0
"


 [Aug 17, 2007]




				Enceladus

				Recreational Rider



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
4


★★★★★
★★★★★






Strength:
- Inexpensive- Large dealer network.- Good Frame. Good Geometry, handles good in a straight line won't wobble as easily as high end bikes- Can be used for touring. Rack eyelets. Most don't have this. Good alternative to Trek 520.- Components are cheap, but can be replaced with higher quality ones once the y wear out. If that happens, you save money by keeping the frame, if not, the bike didn't cost much, and can be resold more easily.- Good sleeper. I can keep up with most people with much better bikes when on the MUP, but don't have clipless pedals, and don't run red lights.


Weakness:
-Poor dealer setup, too loose, not enough loctite.-Tires are garbage (no puncture reistantce at all, very thin)-Stock brake pads eat up the rims really fast, embeded aluminum filings wear down the rim in no time. - No clear coat.


Bought it one month old off Craig's list. I think the previous owner scratched the rear derailleur and couldn't return it, hence sold it.  I've probably put about 5000+ km in the 8 months that I've had it. Usually do a 100 km ride on nice days. Commute about 30 km one way. I rode it through all the snow storms this past winter, a few showers, and it's still going. Having nothing to rust beats most most department store and used bikes you see people riding around on down town. I've had a several light crashes on this bike, it's held up quite well, only bar tape and britfer scratches that are hardly noticeable. Paint job gets looks from people with bike five times the price. Bike looks nice from some angles. The effect on the paint makes it look nicer than it really is. Would be nicer with a clear coat so it doesn't show wear. The derailleur system is what it is. The cables do stretch and cause the system to be off after a month. If it's dialed in, it works quite well. The front derailleur is not the best, but works well if you have it dialed in. Keep it clean as the wheels kick alot of dirt on it. Here's the big tip alot of owners seem to be missing. When up shifting the front dérailleur, push and hold the shifter all the way in until the dérailleur has engaged the chain. This will push the dérailleur a bit further than just the click point, allowing the chain to engage more easily. Make sure your limit screw is not set to tight as this will also make it hard to get into the high gear, and stop you from using the tip. Also be sure to use the down tube cable tensioners to correct for cable stretch every month or so. When down-shifting onto the granny gear, you can push the shifter in to wear you begin to feel the resistance of the first click, this is basically wear the brifter begin to take up cable slack, hold and push the button. Now slowly release the shifter. The derailleur doesn't jerk as much and won't drop the chain. Similar to previously mentioned tip above. Lube the plastic guide plate under your bottom bracket and keep your front derailleur clean for better shifting. That cable guide is what causes most of the resistance and roughness you feel when upshifting. Put grease underneath the cables, and then clean any exposed grease to stop dirt.  The the metal around the o-ring, on the cable adjustment on the front brakes, can hit and cause a scratch on your frame if you let the handle bar swing all the way to the right. I suspect part of the performance issues might be due to the fact that Trek ships this bike with longer than optimal cable housings. Consider trimming them according to the guide Sheldon Brown has posted on his website, and ensure the cables are lubed properly. Ensure you have both sets of water bottle screws installed. Mine doesn't have the ones on the downtube, allowing water entry into the frame. The frame is completely sealed otherwise, except for the holes on the back of the chain stays. I've put quite a bit of wear and tear on the rear dérailleur and right shifter. I shift fairly often due to traffic and lights and down shift every time I stop yet wear is not noticeable. I lubricate the derailleur with only and the swivel joints and it keeps it running smoothly. I've have had an issue with the plastic shifter handles loosening from the metal part its screwed into, which causes the shifters to rattle, and be loose back and forth when not holding the breaks, and rub against the plastic underneath. A little loctite and pushing the shifter all the way in to screw it in resolves that. I've had my right pedal loose the dust cap and the strap break a month and a half ago, and it's still going. Consider getting clipless pedals and an updrage to the 1500 or Shimano 105, if your going to ride seriously.  I suspect the reason most other owners have had problems is due to same reason I have. Simple maintenance neglect. Keept it lubed, clean, and well adjusted and your Trek 1000 will run great.


Similar Products Used:
2003 Trek 1000



",Trek1000,  inexpensive  large dealer network   good frame  good geometry  handles good in a straight line won t wobble as easily as high end bikes  can be used for touring  rack eyelets  most don t have this  good alternative to trek       components are cheap  but can be replaced with higher quality ones once the y wear out  if that happens  you save money by keeping the frame  if not  the bike didn t cost much  and can be resold more easily   good sleeper  i can keep up with most people with much better bikes when on the mup  but don t have clipless pedals  and don t run red lights ,inexpensive large dealer network good frame good geometry handles good straight line wobble easily high end bikes used touring rack eyelets good alternative trek components cheap replaced higher quality ones wear happens save money keeping frame bike cost much resold easily good sleeper keep people much better bikes mup clipless pedals run red lights,0.1951219512195122,0.14634146341463414,0.1951219512195122,0.17073170731707318,0.17073170731707318,"['good', 'frame', 'easily', 'bikes', 'inexpensive', 'lights', 'large', 'dealer', 'network', 'geometry']",0.0,0.383,0.617
"


 [Aug 16, 2007]




				Jesse

				Recreational Rider



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Great starter bike with room to grow (replace individual components as necessary). Price is very fair, and trek always gives quality above and beyond expectation.


Weakness:
color scheme and decals have always been a little loud, so I stripped it bare.Heavy... but for 600 bones who cares.


I bought this bike in '03 for a US tour, and put 4000 miles on it in the first 3 months. No real issues other than some broken spokes. Put about 11,000 miles on the stock components. This bike has grown with me for 4 years and lots of miles. Frame is still going strong. I am giving it 5's across the board, not because it is the best road bike, but because it is the best in its class.


Similar Products Used:
Specialized Transition



",Trek1000,great starter bike with room to grow  replace individual components as necessary   price is very fair  and trek always gives quality above and beyond expectation ,great starter bike room grow replace individual components necessary price fair trek always gives quality beyond expectation,0.14285714285714285,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,"['great', 'expectation', 'starter', 'bike', 'room', 'grow', 'replace', 'individual', 'components', 'price']",0.0,0.299,0.701
"


 [Aug 11, 2007]




				Joe

				Commuter



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Great Entry level road bike.


Weakness:
Frame not stiff enough for long distances, Sora shifters can be moody, brakes are really scary...


Great bike for the price. I was amazed to find that as an entry level road bike, this bike is light and fast. Once you start pedaling, the bike just doesn't want to stop moving. In 4 months with this bike, I put just over 700 miles. Loved the bike/sport so much that I'm hoping to upgrade to an Orbea with campy components.


Similar Products Used:
Cannondale Caad8, Orbea, Giant OCR



",Trek1000,great entry level road bike ,great entry level road bike,0.5,0.0,0.5,0.0,,"['great', 'bike', 'entry', 'level', 'road']",0.0,0.506,0.494
"


 [Aug 11, 2007]




				Michael Petkov

				Recreational Rider



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Just about everything.


Weakness:
Getting from the small to midle chain in the front is a pain in the ***.


Nice bike that has and will get me in to Cyclng in 4 days it already has like 70 miles. Im quite young and the only bike that'd fit was a womans. (at least wat they had in stock. If your looking for a nice bike you should get this. (Dosen't matter that ur a man its still great.


Similar Products Used:
None First road bike.



",Trek1000,just about everything ,everything,0.0,0.0,0.0,0.0,,[],0.0,0.0,1.0
