category,raw_reviews,analyze_reviews,Negative,Neutral,Positive,fear,anger,sadness,disgust,TopKeyword
Trek1_5,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[]
Emonda, none so far ,none far,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[]
Emonda, see post above,see post,0.0,1.0,0.0,0.0,0.0,0.0,0.0,['post']
Emonda, custom stickers   print stickers   business printing   printing company purchased  used   ,custom stickers print stickers business printing printing company purchased used,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"['custom', 'stickers', 'printing', 'print', 'business', 'company', 'purchased']"
Emonda, people complain about the wheelset but i got two sets with mine  i wanted the sl  pro but it didn t come in red so they sold me the sl  with the carbon wheels from the pro plus threw in the aluminum wheels for an extra       love the carbon but honestly the aluminum have been worth every penny as spares  i use them on rides with steep descents and have no issues  bottom line is this was the only bike out of more then    that made me want to dump my    year old carbon bike with shimano     ,people complain wheelset got two sets mine wanted pro come red sold carbon wheels pro plus threw aluminum wheels extra love carbon honestly aluminum worth every penny spares use rides steep descents issues bottom line bike made want dump year old carbon bike shimano,0.095,0.71,0.194,0.0,0.1111111111111111,0.2222222222222222,0.0,"['carbon', 'pro', 'wheels', 'aluminum', 'bike', 'people', 'shimano', 'complain', 'wheelset', 'sets']"
Emonda, this frame was a replacement for an older madone     that did not hold up and a manufacturers defect was eventually noted by the bike shop so far the bottom bracket does not seem to be the highly sensitive and maintenance intensive bb of my past madone   still if you are ever caught out in the rain or even do a ride on wet road  plan on removing the bb as soon as possible as water enters it very easily and the bearings will be gone in short order   if you re not caught out in the rain or you ride only dry roads  plan on overhauling and replacing bearings about twice a year   the headset  unfortunately  doesn t appear to be as durable a design as my older madone and the design on the madone was poor to start with   plan on overhauling it once or twice a year and replace at least the upper bearing  if not both  each time   again  if you are caught in the rain headset will have to be disassembled and regreased   when washing my bike i ve learned to avoid washing this area and instead clean it with bike cleaner or polish applied to rag and wipe it down i don t know whether it is the bike design or the shimano components but the cable don t last near as long as my previous bikes   but these same components came over from my other bike  purchased  new   model year      ,frame replacement older madone hold manufacturers defect eventually noted bike shop far bottom bracket seem highly sensitive maintenance intensive past madone still ever caught rain even ride wet road plan removing soon possible water enters easily bearings gone short order caught rain ride dry roads plan overhauling replacing bearings twice year headset unfortunately appear durable design older madone design madone poor start plan overhauling twice year replace least upper bearing time caught rain headset disassembled regreased washing bike learned avoid washing area instead clean bike cleaner polish applied rag wipe know whether bike design shimano components cable last near long previous bikes components came bike purchased new model year,0.085,0.858,0.057,0.0416666666666666,0.0416666666666666,0.125,0.0,"['caught', 'rain', 'plan', 'madone', 'bike', 'year', 'design', 'older', 'overhauling', 'ride']"
Emonda, i wouldn t consider this a weakness  but the bike would be improved by better wheels  and a   t cog on the rear cassette  love this bike  purchased  new   model year      ,consider weakness bike would improved better wheels cog rear cassette love bike purchased new model year,0.112,0.48,0.408,0.0,0.0,0.0,0.0,"['year', 'bike', 'weakness', 'improved', 'wheels', 'cog', 'rear', 'cassette', 'love', 'purchased']"
Emonda,   wheelset is a weak spot  to be expected at this price point   saddle was terrible for me  my friend has the same one on his domane     and likes it    handlebars are meh  the variable radius is not something i like  and i feel cramped in the drops  will change them out though  this is a personal thing  not really a fault of the bikethis review is for a      trek emonda sl   so not quite the         slr    but a mere mortal         i ve ridden this bike around     miles so far  and have been pleased the     series carbon hits what many believe to be the sweet spot for weight stiffness cost  between the s and slr models  the full      ultegra grouppo works as you d expect and has needed only minor adjustments to account for initial cable stretch lots of people around me ride the domane  and while the idea of that was nice  i really liked the more traditional frame design of the emonda  the seat mast on the sl and slr models definitely aids in comfort  but doesn t have the same bobbing effect of the domane with the decoupler  addditionally  the lower headtube allows for a more agressive position for race day or fast flat riding  or a more upright position for longer days in the saddle   i would not hesitate to recommend this bike to anyone similar products used      fuji gran fondo      owned for   months and     miles before i traded it for the emonda,wheelset weak spot expected price point saddle terrible friend one domane likes handlebars meh variable radius something like feel cramped drops change though personal thing really fault bikethis review trek emonda quite slr mere mortal ridden bike around miles far pleased series carbon hits many believe sweet spot weight stiffness cost slr models full ultegra grouppo works expect needed minor adjustments account initial cable stretch lots people around ride domane idea nice really liked traditional frame design emonda seat mast slr models definitely aids comfort bobbing effect domane decoupler addditionally lower headtube allows agressive position race day fast flat riding upright position longer days saddle would hesitate recommend bike anyone similar products used fuji gran fondo owned months miles traded emonda,0.099,0.711,0.19,0.0576923076923076,0.0192307692307692,0.0769230769230769,0.0384615384615384,"['slr', 'models', 'domane', 'emonda', 'spot', 'saddle', 'bike', 'miles', 'position', 'wheelset']"
Pilot2_1,don t particularly like the white paint job  every speck of dirt or grease makes it look shabby  saddle is not great  replaced   didn t like standard pedals much this is a late      model with the   spd cassette  got at closeout at my lbs  it s my first road bike  not counting a schwinn continental   previous riding experience is    years of hybrids  averaging        miles year first impression was how light it is  second impression is responsiveness  i m a climber  and this baby jumps when you hammer the pedals third impression was riding position  i tried the pilot     first and liked it a lot  i then tried many other road bikes  some of which i liked  some not so much  by this time i d forgotten what the pilot felt like  so i tried it again  no more testing needed  in my price range  up to         nothing else suited me as well  th impression  durability  while getting used to clipless pedals for the first time  it s gone down   times  once hard  helmet cracked    in  bruise on hip  scraped hand  knee   shoulder   well  took it in to the shop  only repairs needed were readjustments  now that s quality  and i had them check everything  th impression  best mix of components frame for this price i found  others had either inferior drivetrains with carbon frame  or cheap brakes  or abberant geometry  or jarring aluminum ride similar products used tested  trek             lemond tourmalet  specialized sequoia  both carbon and alum frames   roubaix  elite triple   giant ocr comp    ocr    alum ,particularly like white paint job every speck dirt grease makes look shabby saddle great replaced like standard pedals much late model spd cassette got closeout lbs first road bike counting schwinn continental previous riding experience years hybrids averaging miles year first impression light second impression responsiveness climber baby jumps hammer pedals third impression riding position tried pilot first liked lot tried many road bikes liked much time forgotten pilot felt like tried testing needed price range nothing else suited well impression durability getting used clipless pedals first time gone times hard helmet cracked bruise hip scraped hand knee shoulder well took shop repairs needed readjustments quality check everything impression best mix components frame price found others either inferior drivetrains carbon frame cheap brakes abberant geometry jarring aluminum ride similar products used tested trek lemond tourmalet specialized sequoia carbon alum frames roubaix elite triple giant ocr comp ocr alum,0.068,0.733,0.199,0.0909090909090909,0.0181818181818181,0.0727272727272727,0.0545454545454545,"['impression', 'pedals', 'road', 'riding', 'pilot', 'needed', 'price', 'carbon', 'alum', 'ocr']"
Pilot2_1,the seat  no secret there  also switching to a more road suitable pedal than the spd s will greatly affect your ability to get your energy to the pavement i have the      trek pilot      this is my first road bike  but i have been riding mtb for over    years  i decided to make the switch to increase my abilities on my mtb and for the differentiated workout  i am a bigger rider         lbs  and this bike has been great so far  the ultegra components that come on the bike are awesome for the price range of this bike  although i am a larger rider for a road bike  i have had no issues with the components or frame and the amount of carbon on the bike provides a very smooth ride  i would recommend this bike to anyone looking at an entry level bike  but can afford to spend a little more and get a bike that will last  also  given my frame  the relaxed pilot geometry is very comfortable  i test road the trek       very similar  but the geometry of this bike is designed for someone that may not be accustomed to the committed riding position  i rode the bike for a while with the included spd s because people told me they would be fine  listen to the road riders  get a more suitable pedal platform and deliver more of your energy to the pavement similar products used i test rode a trek       some giant and specialized models  those were only test rides  this is my first road bike ,seat secret also switching road suitable pedal spd greatly affect ability get energy pavement trek pilot first road bike riding mtb years decided make switch increase abilities mtb differentiated workout bigger rider lbs bike great far ultegra components come bike awesome price range bike although larger rider road bike issues components frame amount carbon bike provides smooth ride would recommend bike anyone looking entry level bike afford spend little get bike last also given frame relaxed pilot geometry comfortable test road trek similar geometry bike designed someone may accustomed committed riding position rode bike included spd people told would fine listen road riders get suitable pedal platform deliver energy pavement similar products used test rode trek giant specialized models test rides first road bike,0.0,0.777,0.223,0.04,0.0,0.0,0.04,"['bike', 'road', 'trek', 'test', 'suitable', 'pedal', 'energy', 'pavement', 'spd', 'pilot']"
Pilot2_1,does not have shimano     brake calipers which are not the same quality as the rest of the groupogreat bike for begining cyclists  started riding to supplement running training  really enjoy cycling and the carbon components combined with the aluminum make the bike cost effective as well as comfortable to ride for the longer runs  relaxed frame geometry is alright dependeing on personal preferance  great for weekend rides ,shimano brake calipers quality rest groupogreat bike begining cyclists started riding supplement running training really enjoy cycling carbon components combined aluminum make bike cost effective well comfortable ride longer runs relaxed frame geometry alright dependeing personal preferance great weekend rides,0.0,0.608,0.392,0.0,0.0,0.0,0.0,"['shimano', 'bike', 'brake', 'calipers', 'quality', 'rest', 'groupogreat', 'begining', 'cyclists', 'started']"
Pilot2_1,i think it should be sold without the pedals  the pedals included are on the heavy and clumsy side i had a bit of rust showing up here and there on bolts and parts  i  believe it or not  sometime enjoy riding in rain  the top bearing of the headset came apart and had to be fixed up  lbs did a quick and good job on that one front headset tend to stick when riding near or below freezing point making it diffult to keep a straight trajectory  kind of a hinged frame sensation  it is my first true road bike  so far i am very satisfied with it  i replaced the pedals for clip pedals  a must i think   after about     km  i replaced the wheels for something lighter and more stiff  neuvation r   aero   it improved an already good ride and made the bike more dynamic  i also changed the bontrager race lite tires by bontrager race lite triple case to keep the flat tires at bay but with mitigous success similar products used touring bikes mostly steel frames ,think sold without pedals pedals included heavy clumsy side bit rust showing bolts parts believe sometime enjoy riding rain top bearing headset came apart fixed lbs quick good job one front headset tend stick riding near freezing point making diffult keep straight trajectory kind hinged frame sensation first true road bike far satisfied replaced pedals clip pedals must think replaced wheels something lighter stiff neuvation aero improved already good ride made bike dynamic also changed bontrager race lite tires bontrager race lite triple case keep flat tires bay mitigous success similar products used touring bikes mostly steel frames,0.012,0.726,0.262,0.024390243902439,0.0,0.024390243902439,0.024390243902439,"['race', 'pedals', 'bontrager', 'lite', 'riding', 'headset', 'good', 'replaced', 'tires', 'bike']"
Pilot2_1,trek cuts off the steerer tube too short on a   cm to    mm which causes one to use a stem with a steep rise  cane creek scl   long reach brakes are spongy      trek     w  upgraded       x  x   crankset  you attach  comfort  to any roadbike and others want to label it a hybrid or some type of cushy  middle aged persons  bike  this is a performance road bike  i flip my stem over and it looks like any other performance road bike  the real  comfort  with this bike is the relaxed geometry meaning the bike is very stable and no twitchiness  it is a little slow going into a curve but the upside is that the margin of error is better  being a steel fan  i have been pleased with the ride  i think the ride is smooth due to the   c tires  longer wheelbase  bzzkill inserts and carbon fork  i don t know if the carbon stays make a difference though  this is a great  one bike  bike  i will be able to run fenders in the winter plus i can run bigger tires for the broken pavement in early spring similar products used    schwinn fastback pro     custom gunnar roadie  test road the lemond buenos aires and cannondale products,trek cuts steerer tube short causes one use stem steep rise cane creek scl long reach brakes spongy trek upgraded crankset attach comfort roadbike others want label hybrid type cushy middle aged persons bike performance road bike flip stem looks like performance road bike real comfort bike relaxed geometry meaning bike stable twitchiness little slow going curve upside margin error better steel fan pleased ride think ride smooth due tires longer wheelbase bzzkill inserts carbon fork know carbon stays make difference though great one bike bike able run fenders winter plus run bigger tires broken pavement early spring similar products used schwinn fastback pro custom gunnar roadie test road lemond buenos aires cannondale products,0.059,0.738,0.203,0.074074074074074,0.074074074074074,0.1111111111111111,0.0,"['bike', 'road', 'performance', 'trek', 'stem', 'comfort', 'ride', 'tires', 'carbon', 'run']"
Pilot2_1,the stock pedals had to go  this was my first experience using clipless pedals and even i can tell that the stock ones sucked      trek pilot     upgraded from trek     mountain bike love this bike ridgid  fast  carbon forks  chain stays  and seat post do their job well  upgraded pedals to keo sprint ,stock pedals first experience using clipless pedals even tell stock ones sucked trek pilot upgraded trek mountain bike love bike ridgid fast carbon forks chain stays seat post job well upgraded pedals keo sprint,0.074,0.769,0.156,0.0,0.0,0.0,0.0,"['pedals', 'sprint', 'stock', 'trek', 'upgraded', 'bike', 'experience', 'clipless', 'sucked', 'pilot']"
Pilot2_1,brake pads could be betterlove this bike  it s just what i was looking for  i have just over       miles on it and enjoy riding it as much as i can  it s fast and the carbon fiber fork  seatpost and seatstays work great at minimizing road vibration similar products used giant  motobecane  rossin  specialized,brake pads could betterlove bike looking miles enjoy riding much fast carbon fiber fork seatpost seatstays work great minimizing road vibration similar products used giant motobecane rossin specialized,0.0,0.781,0.219,0.2,0.0,0.0,0.0,"['brake', 'specialized', 'pads', 'betterlove', 'bike', 'miles', 'enjoy', 'riding', 'fast', 'carbon']"
Pilot2_1,none yet  just needs to be broken in alittle  then tuned up so far so good  took it out on a couple of ride    easy   miler to get the feel of it and   hilly    miler  only problem is the front derailure is hanging up a bit  have to love how those new cables strech out similar products used felt  specealized  other treks ,none yet needs broken alittle tuned far good took couple ride easy miler get feel hilly miler problem front derailure hanging bit love new cables strech similar products used felt specealized treks,0.064,0.639,0.297,0.1578947368421052,0.1052631578947368,0.1578947368421052,0.0526315789473684,"['treks', 'miler', 'broken', 'alittle', 'tuned', 'good', 'couple', 'ride', 'easy', 'feel']"
Pilot2_1,nothingi bought this bike last year and the overal performance is quite outstanding i would recommend this bikesimilar products used first rode bike,nothingi bought bike last year overal performance quite outstanding would recommend bikesimilar products used first rode bike,0.0,0.68,0.32,0.0,0.0,0.0,0.0,"['nothingi', 'bike', 'bought', 'year', 'overal', 'performance', 'outstanding', 'recommend', 'bikesimilar', 'products']"
Pilot2_1,still growing accustomed to the saddle bought this bike to replace my fuji touring after i was broad sided by a pick up truck in november  wanted a step up in technology over the steel frame without braking the bank or rattling my teeth  the carbon fork and seat stays keep the road buzz down  easily as comfortable as my steel touring  looked at buyng another fuji touring or the specialized sequoia elite  but pilot had better wheels then the sequoia and was a giant step up over the touring for only      similar products used      fuji touring,still growing accustomed saddle bought bike replace fuji touring broad sided pick truck november wanted step technology steel frame without braking bank rattling teeth carbon fork seat stays keep road buzz easily comfortable steel touring looked buyng another fuji touring specialized sequoia elite pilot better wheels sequoia giant step touring similar products used fuji touring,0.0,0.832,0.168,0.1428571428571428,0.0,0.0,0.0,"['touring', 'fuji', 'step', 'steel', 'sequoia', 'growing', 'accustomed', 'saddle', 'bought', 'bike']"
Pilot2_1,none a great bike frame for my middle aged frame  very comfortable for my moderate paced recreational riding style  more up right position and the carbon really suits my needs  i find that i use the drops more often with more ease  the carbon soaks up the buzz which is really evident in how i feel after the ride similar products used older steel frame ,none great bike frame middle aged frame comfortable moderate paced recreational riding style right position carbon really suits needs find use drops often ease carbon soaks buzz really evident feel ride similar products used older steel frame,0.076,0.789,0.135,0.0909090909090909,0.0,0.0909090909090909,0.0,"['frame', 'carbon', 'great', 'bike', 'middle', 'aged', 'comfortable', 'moderate', 'paced', 'recreational']"
Pilot2_1,better seat       but that is with any bike you buy with the upright seating i can stay longer on the bike as compared to conventional road bikes  i use to get lower back pain from my old bike but no longer with the pilot      the zr     al frame is a plus with the carbon seat stay it makes rear tire jolt minimal  the higher end gearing you get for the money is a great addition  this bike is a bargain for the price and as compared to giant  a better bike in my opinion  this is my second road bike  my first was a mail order windsor bristol which was okay for entry level but the pilot by trek is a lifelong bike similar products used none ,better seat bike buy upright seating stay longer bike compared conventional road bikes use get lower back pain old bike longer pilot frame plus carbon seat stay makes rear tire jolt minimal higher end gearing get money great addition bike bargain price compared giant better bike opinion second road bike first mail order windsor bristol okay entry level pilot trek lifelong bike similar products used none,0.07,0.755,0.174,0.08,0.04,0.08,0.0,"['bike', 'road', 'seat', 'stay', 'longer', 'compared', 'pilot', 'buy', 'upright', 'seating']"
Pilot2_1,i can t say that i have noticed any  it could have come with clipless pedals i suppose i bought this bike as a present to myself  i really like the way it rides  much faster than my mountain bikesimilar products used trek     c  trek       trek     ,say noticed could come clipless pedals suppose bought bike present really like way rides much faster mountain bikesimilar products used trek trek trek,0.0,0.887,0.113,0.0,0.0,0.0,0.0,"['trek', 'noticed', 'clipless', 'pedals', 'suppose', 'bought', 'bike', 'present', 'rides', 'faster']"
Pilot2_1,stock chain  shimano  rusted very badly from the beginning this is my first road bike  up to this time i have been riding mtn bikes  wanted to do a cycling trip with my son so made the switch  looked at giants and the trek     c  really liked the pilot     much better than the     c  i am a large person and was concerned about possible wheel spoke problems but i have had no problems other than one flat even with some bumpy broken pavement and long rides     k   i don t have much to compare it to in road bikes but for a beginner  particularly someone looking for a more upright posture it is a very nice bike  the stock chain rusted very badly so i have replaced it with a sram     which also helps with keeping the drive components clean similar products used my first road bike,stock chain shimano rusted badly beginning first road bike time riding mtn bikes wanted cycling trip son made switch looked giants trek really liked pilot much better large person concerned possible wheel spoke problems problems one flat even bumpy broken pavement long rides much compare road bikes beginner particularly someone looking upright posture nice bike stock chain rusted badly replaced sram also helps keeping drive components clean similar products used first road bike,0.16,0.686,0.154,0.0909090909090909,0.0454545454545454,0.1818181818181818,0.0,"['road', 'bike', 'stock', 'chain', 'rusted', 'badly', 'problems', 'bikes', 'shimano', 'beginning']"
Trek2300,if you can affort it  get rid of the bontragers wheels for something lighter and stiffer i bought this bike because i have ambitions of racing  and i don t think it will let me down  it feels very fast  stiff  and light  i upgraded the wheels to velomax circuit  which made a huge difference  i also added an arione saddle and speedplay pedals  i did a lot of research before purchasing  and found this to be the best bike at this price point similar products used several aluminum ultegra bikes,affort get rid bontragers wheels something lighter stiffer bought bike ambitions racing think let feels fast stiff light upgraded wheels velomax circuit made huge difference also added arione saddle speedplay pedals lot research purchasing found best bike price point similar products used several aluminum ultegra bikes,0.0,0.871,0.129,0.0,0.0,0.0,0.0,"['wheels', 'affort', 'bike', 'rid', 'bontragers', 'lighter', 'stiffer', 'bought', 'ambitions', 'racing']"
Trek2300,not the most exotic or exiting frame and parts  but a solid performer nonetheless this is a review of the      trek       double  i bought this bike a few months ago as an upgrade from an older steelman w  da    while my former bike was high quality  it did not offer the advances in technology that the newer bikes offer     spd   carbon fork  carbon stays  etc  my riding routine consists of     rides a week          mi    i am a former racer  and i do try to keep reasonable speeds and averages  the      suits me very well for my budget  graduate student  i rode several other bikes before finally going with this one  my primary reason for my choice was that this bike had the geometry and fit that worked best with my body        short legs   specifically  this bike accomodates my need for a shorter reach  this is achieved by the      s straighter seat tube angle and slightly shorter top tube the bike s frame is high quality without a crazy price tag  i definitely appreciate the carbon stays to take the edge off  also  i ve noticed very little flex towards the bb or other areas the bike comes equipped very well with a complete ultegra    group  very nice   and solid  albeit somewhat unexciting  bontrager house parts  the wheels in particular came highly recommended and appear to be very strong  they have stayed true despite many miles and rough roads  also  the seat suprisingly has turned out to work very well  i tried a fizik arione for    mi   and the stock bont  race lite lux was much better there are very few weaknesses with this bike for the price point  in fact  now that i think of it   i have no real complaints  this is a very solid bike and needs no immediate upgrades similar products used steelman stage race  da     ult  brakes ,exotic exiting frame parts solid performer nonetheless review trek double bought bike months ago upgrade older steelman former bike high quality offer advances technology newer bikes offer spd carbon fork carbon stays etc riding routine consists rides week former racer try keep reasonable speeds averages suits well budget graduate student rode several bikes finally going one primary reason choice bike geometry fit worked best body short legs specifically bike accomodates need shorter reach achieved straighter seat tube angle slightly shorter top tube bike frame high quality without crazy price tag definitely appreciate carbon stays take edge also noticed little flex towards areas bike comes equipped well complete ultegra group nice solid albeit somewhat unexciting bontrager house parts wheels particular came highly recommended appear strong stayed true despite many miles rough roads also seat suprisingly turned work well tried fizik arione stock bont race lite lux much better weaknesses bike price point fact think real complaints solid bike needs immediate upgrades similar products used steelman stage race ult brakes,0.027,0.758,0.215,0.0294117647058823,0.0294117647058823,0.0588235294117647,0.0294117647058823,"['bike', 'carbon', 'solid', 'high', 'quality', 'stays', 'frame', 'parts', 'steelman', 'offer']"
Trek2300,none found yet  well maybe the seat but that is really a matter of getting use to it this is my  nd road bike in    years  its fantastic  very smooth ride  very fast accelerator  love the triple crankset i ride a particular    mile circuit nearly daily  the first day i rode it with the      i trimmed two minutes off my average time  could be the excitement riding the new bike but two minuts is pretty significant ,none found yet well maybe seat really matter getting use road bike years fantastic smooth ride fast accelerator love triple crankset ride particular mile circuit nearly daily first day rode trimmed two minutes average time could excitement riding new bike two minuts pretty significant,0.032,0.658,0.309,0.0,0.0,0.0,0.0,"['significant', 'bike', 'ride', 'found', 'seat', 'matter', 'road', 'years', 'fantastic', 'smooth']"
Trek2300,occasionally squishy ridereplaced          frameset with     after chain seizure broke chainstay last fall  most parts from      logged several       miles since then  overall  happy with smooth  responsive ride  a nice choice for all arounders  seems to be some vertical flex on undulating  as opposed to rough or steady  surfaces  i e   after a sequence of bumps  it sometimes feels like the frame is squishing up and down   which makes me think it s not the best choice for sprinters similar products used          frameset  longtime cannondale rider,occasionally squishy ridereplaced frameset chain seizure broke chainstay last fall parts logged several miles since overall happy smooth responsive ride nice choice arounders seems vertical flex undulating opposed rough steady surfaces sequence bumps sometimes feels like frame squishing makes think best choice sprinters similar products used frameset longtime cannondale rider,0.045,0.704,0.251,0.1428571428571428,0.0476190476190476,0.0952380952380952,0.0,"['occasionally', 'rider', 'frameset', 'choice', 'squishy', 'ridereplaced', 'chain', 'seizure', 'broke', 'chainstay']"
Trek2300,noneholy s#   this bike is fast  i ve been riding mountain bikes the past three years and wanted to try out the road  i have already put on     miles on this bad boy and i have no complaints  this is by far the best ride out there for the money  i demo ed others but none of them compared  i m amazed at the smooth ride i get every time i get on it ,noneholy bike fast riding mountain bikes past three years wanted try road already put miles bad boy complaints far best ride money demo others none compared amazed smooth ride get every time get,0.21,0.69,0.1,0.0666666666666666,0.1333333333333333,0.0666666666666666,0.1333333333333333,"['noneholy', 'ride', 'fast', 'riding', 'mountain', 'past', 'years', 'wanted', 'road', 'put']"
Trek2300,seat is like a piece of wood  paint seems to chip somewhat easily i bought this bike used off of ebay  after the original owner had used it for about   months  it is in beautiful shape  and i got lucky to pay about     of what it costs new  the new carbon seatstays are impressing me with their smoothness  i have done mainly trainer rides on it  but i have also done   or   road rides on it  with a century just last weekend  it is a nice ride similar products used      trek            trek      ,seat like piece wood paint seems chip somewhat easily bought bike used ebay original owner used months beautiful shape got lucky pay costs new new carbon seatstays impressing smoothness done mainly trainer rides also done road rides century last weekend nice ride similar products used trek trek,0.023,0.647,0.33,0.0,0.0,0.0,0.0,"['trek', 'seat', 'rides', 'piece', 'wood', 'paint', 'chip', 'easily', 'bought', 'bike']"
Trek1000,probably would shift smoother w  a double instead of a triple  almost not worth mentioningpurchased bike fully decked out at pawn shop cyclometer rack fenders pump spd pedals etc  i bought this bike to ride from seattle to portland on  no issues  this bike may not win u the tour de france but it sure will make u feel like it  great commuter   road training bike  put well over      miles on this bike  defiantly a keeper ,probably would shift smoother double instead triple almost worth mentioningpurchased bike fully decked pawn shop cyclometer rack fenders pump spd pedals etc bought bike ride seattle portland issues bike may win tour france sure make feel like great commuter road training bike put well miles bike defiantly keeper,0.0,0.719,0.281,0.0,0.0,0.1428571428571428,0.0,"['bike', 'keeper', 'shift', 'smoother', 'double', 'triple', 'worth', 'mentioningpurchased', 'fully', 'decked']"
Trek1000,nonei would advise anyone to invest in a trek       i can guarantee you will be more than happy  don t hesitate if you have the chance to purchase one  get in there you will never regret it ,nonei would advise anyone invest trek guarantee happy hesitate chance purchase one get never regret,0.095,0.452,0.453,0.0,0.0,0.0909090909090909,0.0,"['nonei', 'regret', 'advise', 'invest', 'trek', 'guarantee', 'happy', 'hesitate', 'chance', 'purchase']"
Trek1000,none for my purposesi bought a      ish trek      used for       and i was a little worried because i had been warned about the shifters and had generally heard mixed things about the bike  but i couldn t be happier  i ve used it pretty much every day for a year  for commuting over crappy roads  including in rain and snow   as well as for short bike camping treks  it s fantastic  i try to take care of it  but i certainly don t baby it  i ve never taken it to a shop  and the shifters are just fine  by that i mean they work  every time  that s about all i look for in a shifter  so if your tastes are more refined you might feel differently  i really don t know  i m even still riding the original tires  which were fine when i got the bike  it was somebody s weekend road ride for several years   but they need changing after this last year of abuse  as far as i m concerned  this is a great middle ground between hard core road bike and practical commuter  unlike a lot of other road bikes  you can put a rack on this one  i have one that i use for groceries and camping trips  and it beats a backpack   but it still cut my commute time in half when i switched from an old mountain bike  it s tough enough to handle serious potholes without feeling like it s going to break  and light enough for me to maneuver easily in my tiny apartment  i m sure those with real road racing ambitious are skeptical for a reason  but i d buy it again in a heartbeat and recommend it to anyone looking for a solid commuter bike  keep in mind that both front and back wheels are quick release  at least they are on my model   so either consider switching them or make sure you get a lock that can secure everything ,none purposesi bought ish trek used little worried warned shifters generally heard mixed things bike happier used pretty much every day year commuting crappy roads including rain snow well short bike camping treks fantastic try take care certainly baby never taken shop shifters fine mean work every time look shifter tastes refined might feel differently really know even still riding original tires fine got bike somebody weekend road ride several years need changing last year abuse far concerned great middle ground hard core road bike practical commuter unlike lot road bikes put rack one one use groceries camping trips beats backpack still cut commute time half switched old mountain bike tough enough handle serious potholes without feeling like going break light enough maneuver easily tiny apartment sure real road racing ambitious skeptical reason buy heartbeat recommend anyone looking solid commuter bike keep mind front back wheels quick release least model either consider switching make sure get lock secure everything,0.119,0.658,0.223,0.0816326530612244,0.0408163265306122,0.1224489795918367,0.0408163265306122,"['bike', 'road', 'camping', 'fine', 'time', 'commuter', 'shifters', 'year', 'purposesi', 'bought']"
